StockCode,Total_Sold,First_Sale,Last_Sale,Active_Days,Order_Count,Sales_Period,Days_Since_Last,Avg_Sales_Per_Day,Turnover_Rate,Is_Slow_Mover
22968,728,2010-12-01 10:19:00,2011-11-14 13:33:00,144,144,349,4875,5.055555555555555,2.0859598853868193,1
84617,3,2011-01-09 15:13:00,2011-11-14 15:41:00,3,3,310,4874,1.0,0.00967741935483871,1
90067A,10,2010-12-12 11:06:00,2011-11-15 10:56:00,3,3,338,4874,3.3333333333333335,0.029585798816568046,1
90166,14,2011-03-03 18:16:00,2011-11-14 15:27:00,8,8,256,4874,1.75,0.0546875,1
22823,24,2010-12-21 10:26:00,2011-11-15 12:09:00,13,13,330,4874,1.8461538461538463,0.07272727272727272,1
84952A,38,2010-12-08 15:56:00,2011-11-14 15:27:00,6,6,341,4874,6.333333333333333,0.11143695014662756,1
22880,70,2010-12-14 12:59:00,2011-11-15 12:25:00,11,11,336,4874,6.363636363636363,0.20833333333333334,1
85131C,73,2011-01-16 11:07:00,2011-11-14 15:27:00,11,11,303,4874,6.636363636363637,0.24092409240924093,1
22881,79,2010-12-14 12:59:00,2011-11-15 12:25:00,13,13,336,4874,6.076923076923077,0.23511904761904762,1
22889,143,2010-12-14 12:59:00,2011-11-15 12:25:00,7,7,336,4874,20.428571428571427,0.4255952380952381,1
84952B,145,2010-12-02 15:19:00,2011-11-14 15:27:00,13,13,348,4874,11.153846153846153,0.4166666666666667,1
84915,199,2010-12-09 16:08:00,2011-11-14 15:27:00,11,11,340,4874,18.09090909090909,0.5852941176470589,1
21618,301,2010-12-06 12:41:00,2011-11-14 17:40:00,51,51,344,4874,5.901960784313726,0.875,1
21643,490,2010-12-01 16:57:00,2011-11-15 14:32:00,31,31,349,4874,15.806451612903226,1.4040114613180517,1
21648,646,2010-12-06 12:40:00,2011-11-15 14:32:00,31,31,345,4874,20.838709677419356,1.872463768115942,1
21823,1195,2010-12-01 11:45:00,2011-11-15 12:02:00,69,69,350,4874,17.318840579710145,3.414285714285714,1
21824,1449,2010-12-01 11:45:00,2011-11-15 12:02:00,73,73,350,4874,19.84931506849315,4.14,1
23702,4,2011-10-19 10:33:00,2011-11-16 11:09:00,3,3,29,4873,1.3333333333333333,0.13793103448275862,1
20670,8,2010-12-12 12:08:00,2011-11-15 16:38:00,6,6,339,4873,1.3333333333333333,0.02359882005899705,1
22828,10,2010-12-08 16:11:00,2011-11-16 09:32:00,7,7,343,4873,1.4285714285714286,0.029154518950437316,1
23449,12,2011-11-15 17:14:00,2011-11-15 17:14:00,1,1,1,4873,12.0,12.0,1
84497,13,2010-12-07 15:54:00,2011-11-15 14:48:00,7,7,343,4873,1.8571428571428572,0.037900874635568516,1
21758,32,2011-01-31 15:52:00,2011-11-16 08:53:00,14,14,289,4873,2.2857142857142856,0.11072664359861592,1
21031,39,2010-12-02 15:46:00,2011-11-16 12:18:00,10,10,349,4873,3.9,0.11174785100286533,1
72801G,43,2010-12-06 12:06:00,2011-11-15 15:23:00,11,11,345,4873,3.909090909090909,0.1246376811594203,1
71403,53,2010-12-06 11:16:00,2011-11-16 12:25:00,13,13,346,4873,4.076923076923077,0.1531791907514451,1
84744,108,2010-12-01 11:21:00,2011-11-15 17:26:00,18,18,350,4873,6.0,0.30857142857142855,1
21145,122,2010-12-13 15:12:00,2011-11-16 13:25:00,8,8,338,4873,15.25,0.3609467455621302,1
21741,131,2010-12-02 12:09:00,2011-11-16 12:08:00,28,28,349,4873,4.678571428571429,0.3753581661891118,1
22454,228,2010-12-01 13:17:00,2011-11-16 11:05:00,37,37,350,4873,6.162162162162162,0.6514285714285715,1
21352,311,2010-12-01 15:37:00,2011-11-15 16:42:00,37,37,350,4873,8.405405405405405,0.8885714285714286,1
23055,560,2011-04-19 14:56:00,2011-11-15 17:12:00,36,36,211,4873,15.555555555555555,2.654028436018957,1
84341B,618,2010-12-02 12:16:00,2011-11-15 14:48:00,33,33,349,4873,18.727272727272727,1.7707736389684814,1
23057,674,2011-04-18 11:10:00,2011-11-16 12:25:00,41,41,213,4873,16.4390243902439,3.164319248826291,1
22859,1144,2010-12-05 13:42:00,2011-11-15 16:34:00,127,127,346,4873,9.007874015748031,3.30635838150289,1
21992,1151,2010-12-01 12:23:00,2011-11-15 14:48:00,198,199,350,4873,5.813131313131313,3.2885714285714287,1
22652,4859,2010-12-01 10:39:00,2011-11-15 16:38:00,393,394,350,4873,12.363867684478372,13.882857142857143,1
20935,6,2011-09-23 13:48:00,2011-11-16 16:08:00,4,4,55,4872,1.5,0.10909090909090909,1
90157,7,2011-04-26 12:47:00,2011-11-17 14:24:00,2,2,206,4872,3.5,0.03398058252427184,1
90133,9,2010-12-15 13:24:00,2011-11-17 14:24:00,3,3,338,4872,3.0,0.026627218934911243,1
21331,11,2010-12-13 15:12:00,2011-11-16 15:52:00,7,7,339,4872,1.5714285714285714,0.032448377581120944,1
90158,14,2011-04-26 12:47:00,2011-11-17 14:24:00,6,6,206,4872,2.3333333333333335,0.06796116504854369,1
90120B,20,2011-02-09 13:37:00,2011-11-17 14:24:00,5,5,282,4872,4.0,0.07092198581560284,1
20894,25,2010-12-02 13:49:00,2011-11-17 12:42:00,9,9,350,4872,2.7777777777777777,0.07142857142857142,1
21851,26,2010-12-02 13:32:00,2011-11-17 14:29:00,15,15,351,4872,1.7333333333333334,0.07407407407407407,1
90120C,31,2010-12-20 10:48:00,2011-11-17 14:24:00,7,7,333,4872,4.428571428571429,0.09309309309309309,1
90160D,32,2010-12-12 16:14:00,2011-11-17 14:24:00,9,9,340,4872,3.5555555555555554,0.09411764705882353,1
90198A,34,2010-12-17 17:17:00,2011-11-17 14:24:00,10,10,335,4872,3.4,0.10149253731343283,1
90160C,41,2010-12-12 16:14:00,2011-11-17 14:24:00,16,16,340,4872,2.5625,0.12058823529411765,1
85135B,47,2010-12-01 14:05:00,2011-11-17 13:16:00,34,34,351,4872,1.3823529411764706,0.1339031339031339,1
23018,50,2011-06-26 13:56:00,2011-11-16 15:26:00,19,20,144,4872,2.6315789473684212,0.3472222222222222,1
84508C,51,2010-12-05 12:44:00,2011-11-17 12:59:00,20,20,348,4872,2.55,0.14655172413793102,1
15058B,115,2010-12-10 13:27:00,2011-11-17 12:55:00,41,41,342,4872,2.8048780487804876,0.3362573099415205,1
21631,155,2010-12-14 12:59:00,2011-11-17 14:24:00,16,16,339,4872,9.6875,0.45722713864306785,1
21725,274,2010-12-06 12:23:00,2011-11-17 14:26:00,32,32,347,4872,8.5625,0.7896253602305475,1
22248,382,2011-01-07 13:17:00,2011-11-16 15:14:00,44,44,314,4872,8.681818181818182,1.21656050955414,1
21202,448,2010-12-05 16:24:00,2011-11-17 11:02:00,20,20,347,4872,22.4,1.2910662824207493,1
22040,725,2010-12-16 10:30:00,2011-11-17 10:01:00,28,28,336,4872,25.892857142857142,2.1577380952380953,1
22904,1764,2010-12-01 12:43:00,2011-11-17 12:43:00,234,234,352,4872,7.538461538461538,5.011363636363637,1
21749,1900,2010-12-14 16:23:00,2011-11-17 12:55:00,107,107,338,4872,17.757009345794394,5.621301775147929,1
90188,2,2011-10-09 15:24:00,2011-11-18 13:25:00,2,2,40,4871,1.0,0.05,1
90189A,2,2011-10-09 15:24:00,2011-11-18 13:25:00,2,2,40,4871,1.0,0.05,1
90026D,3,2011-02-20 14:31:00,2011-11-18 13:25:00,3,3,271,4871,1.0,0.01107011070110701,1
20695,5,2010-12-08 15:17:00,2011-11-17 15:08:00,4,4,344,4871,1.25,0.014534883720930232,1
90175C,9,2010-12-02 13:32:00,2011-11-17 17:08:00,6,6,351,4871,1.5,0.02564102564102564,1
85089,13,2011-01-05 15:56:00,2011-11-17 15:08:00,5,5,316,4871,2.6,0.04113924050632911,1
90019A,18,2010-12-20 10:48:00,2011-11-17 17:08:00,9,9,333,4871,2.0,0.05405405405405406,1
22827,35,2010-12-01 10:29:00,2011-11-17 19:58:00,26,26,352,4871,1.3461538461538463,0.09943181818181818,1
85216,55,2010-12-02 11:41:00,2011-11-18 12:48:00,8,8,352,4871,6.875,0.15625,1
90154,57,2010-12-17 17:23:00,2011-11-18 13:25:00,5,5,336,4871,11.4,0.16964285714285715,1
21250,92,2010-12-03 12:24:00,2011-11-17 19:22:00,17,17,350,4871,5.411764705882353,0.26285714285714284,1
85036B,352,2010-12-03 15:45:00,2011-11-17 15:16:00,42,42,349,4871,8.380952380952381,1.008595988538682,1
15060B,411,2010-12-02 14:30:00,2011-11-18 14:14:00,95,95,351,4871,4.326315789473684,1.170940170940171,1
16015,662,2010-12-09 14:10:00,2011-11-17 17:34:00,24,24,344,4871,27.583333333333332,1.9244186046511629,1
18097C,669,2010-12-02 13:49:00,2011-11-18 12:47:00,52,52,351,4871,12.865384615384615,1.9059829059829059,1
84598,1248,2011-02-06 14:43:00,2011-11-18 08:56:00,5,5,285,4871,249.6,4.378947368421053,1
22128,1729,2010-12-01 10:29:00,2011-11-18 12:07:00,72,72,353,4871,24.01388888888889,4.898016997167139,1
22570,3012,2010-12-01 11:49:00,2011-11-18 14:14:00,324,324,353,4871,9.296296296296296,8.53257790368272,1
22860,560,2010-12-05 13:42:00,2011-11-18 14:50:00,85,85,349,4870,6.588235294117647,1.6045845272206303,1
35591T,5,2010-12-01 11:57:00,2011-11-20 12:36:00,4,4,355,4869,1.25,0.014084507042253521,1
84206B,5,2011-11-20 12:34:00,2011-11-20 12:34:00,1,1,1,4869,5.0,5.0,1
35638A,38,2011-02-20 15:06:00,2011-11-20 14:01:00,5,5,273,4869,7.6,0.1391941391941392,1
35638B,56,2011-07-21 17:26:00,2011-11-20 14:01:00,4,4,122,4869,14.0,0.45901639344262296,1
20837,141,2011-02-17 14:51:00,2011-11-20 11:06:00,15,15,276,4869,9.4,0.5108695652173914,1
84663A,260,2011-02-15 10:40:00,2011-11-20 14:04:00,25,25,279,4869,10.4,0.931899641577061,1
82613C,360,2010-12-14 12:59:00,2011-11-20 11:34:00,37,37,341,4869,9.72972972972973,1.0557184750733137,1
21617,470,2010-12-06 17:16:00,2011-11-20 11:33:00,76,76,349,4869,6.184210526315789,1.346704871060172,1
22856,564,2010-12-10 09:35:00,2011-11-20 11:50:00,22,22,346,4869,25.636363636363637,1.630057803468208,1
21096,1143,2011-01-07 12:28:00,2011-11-20 11:56:00,70,70,317,4869,16.32857142857143,3.6056782334384856,1
20754,1355,2010-12-01 12:43:00,2011-11-20 14:43:00,239,239,355,4869,5.669456066945607,3.816901408450704,1
23268,1434,2011-06-12 11:47:00,2011-11-20 11:09:00,78,78,161,4869,18.384615384615383,8.906832298136646,1
22339,2283,2010-12-06 13:06:00,2011-11-20 10:15:00,51,51,349,4869,44.76470588235294,6.541547277936963,1
84824,2,2011-06-09 16:16:00,2011-11-20 15:35:00,2,2,164,4868,1.0,0.012195121951219513,1
35598A,9,2011-11-16 13:40:00,2011-11-20 15:00:00,2,2,5,4868,4.5,1.8,1
21473,22,2010-12-13 15:26:00,2011-11-20 15:35:00,18,18,343,4868,1.2222222222222223,0.0641399416909621,1
37489B,31,2010-12-03 12:24:00,2011-11-21 11:55:00,12,12,353,4868,2.5833333333333335,0.08781869688385269,1
37489A,33,2010-12-03 12:24:00,2011-11-21 11:55:00,14,14,353,4868,2.357142857142857,0.09348441926345609,1
21633,87,2010-12-16 17:43:00,2011-11-21 10:27:00,14,14,340,4868,6.214285714285714,0.25588235294117645,1
21027,99,2010-12-12 12:41:00,2011-11-21 12:05:00,17,17,344,4868,5.823529411764706,0.2877906976744186,1
21030,111,2010-12-02 15:46:00,2011-11-21 12:05:00,21,21,354,4868,5.285714285714286,0.3135593220338983,1
84659A,134,2011-02-06 16:08:00,2011-11-21 10:35:00,22,22,288,4868,6.090909090909091,0.4652777777777778,1
23094,147,2011-05-11 09:55:00,2011-11-21 12:06:00,74,74,195,4868,1.9864864864864864,0.7538461538461538,1
21562,319,2010-12-10 09:33:00,2011-11-21 12:53:00,25,25,347,4868,12.76,0.9193083573487032,1
71101E,346,2011-01-23 12:08:00,2011-11-21 12:40:00,22,22,303,4868,15.727272727272727,1.141914191419142,1
21391,965,2010-12-16 16:45:00,2011-11-21 11:57:00,75,75,340,4868,12.866666666666667,2.838235294117647,1
21802,997,2010-12-05 12:34:00,2011-11-21 11:55:00,46,46,351,4868,21.67391304347826,2.8404558404558404,1
79161A,2,2011-11-08 14:22:00,2011-11-22 14:43:00,2,2,15,4867,1.0,0.13333333333333333,1
84616,11,2010-12-14 14:54:00,2011-11-22 08:26:00,6,6,343,4867,1.8333333333333333,0.03206997084548105,1
40005B,12,2010-12-06 13:47:00,2011-11-22 13:11:00,4,4,351,4867,3.0,0.03418803418803419,1
84522,12,2010-12-06 12:15:00,2011-11-22 13:25:00,6,6,352,4867,2.0,0.03409090909090909,1
85024C,12,2010-12-08 12:17:00,2011-11-22 13:11:00,9,9,350,4867,1.3333333333333333,0.03428571428571429,1
21269,28,2011-01-05 15:56:00,2011-11-22 14:43:00,18,18,321,4867,1.5555555555555556,0.08722741433021806,1
23017,64,2011-06-26 13:56:00,2011-11-21 16:25:00,21,21,149,4867,3.0476190476190474,0.42953020134228187,1
22289,122,2011-02-16 13:00:00,2011-11-22 11:18:00,19,19,279,4867,6.421052631578948,0.43727598566308246,1
21407,233,2010-12-03 11:35:00,2011-11-22 11:18:00,94,94,354,4867,2.478723404255319,0.6581920903954802,1
10080,291,2011-02-27 13:47:00,2011-11-21 17:04:00,21,21,268,4867,13.857142857142858,1.085820895522388,1
22288,452,2011-01-05 15:30:00,2011-11-22 13:20:00,39,39,321,4867,11.58974358974359,1.4080996884735202,1
72586,624,2011-06-02 15:13:00,2011-11-22 11:18:00,37,37,173,4867,16.864864864864863,3.606936416184971,1
21626,741,2010-12-05 11:04:00,2011-11-21 16:24:00,74,74,352,4867,10.013513513513514,2.1051136363636362,1
22293,817,2011-01-04 15:40:00,2011-11-22 11:18:00,82,82,322,4867,9.963414634146341,2.5372670807453415,1
21896,946,2010-12-08 12:46:00,2011-11-22 13:02:00,89,89,350,4867,10.629213483146067,2.702857142857143,1
22892,2455,2010-12-03 13:59:00,2011-11-22 11:34:00,196,196,354,4867,12.525510204081632,6.935028248587571,1
37370,2504,2010-12-01 09:02:00,2011-11-22 12:24:00,113,113,357,4867,22.15929203539823,7.014005602240896,1
22125,4,2011-11-23 13:53:00,2011-11-23 13:53:00,1,1,1,4866,4.0,4.0,1
90049,5,2011-07-07 16:59:00,2011-11-23 13:39:00,3,3,139,4866,1.6666666666666667,0.03597122302158273,1
90211A,5,2011-08-25 15:50:00,2011-11-23 14:05:00,3,3,90,4866,1.6666666666666667,0.05555555555555555,1
90155,6,2011-01-09 12:01:00,2011-11-23 14:05:00,4,4,319,4866,1.5,0.018808777429467086,1
90103,8,2011-07-18 10:29:00,2011-11-23 11:22:00,2,2,129,4866,4.0,0.06201550387596899,1
35400,10,2010-12-17 16:53:00,2011-11-23 14:35:00,5,5,341,4866,2.0,0.02932551319648094,1
20698,16,2011-01-11 12:41:00,2011-11-23 12:20:00,7,7,316,4866,2.2857142857142856,0.05063291139240506,1
20697,17,2010-12-03 17:28:00,2011-11-23 12:20:00,9,9,355,4866,1.8888888888888888,0.04788732394366197,1
47586A,21,2010-12-06 14:08:00,2011-11-23 10:09:00,8,8,352,4866,2.625,0.05965909090909091,1
84801A,46,2011-01-20 09:25:00,2011-11-23 11:47:00,5,5,308,4866,9.2,0.14935064935064934,1
22824,55,2010-12-09 14:50:00,2011-11-23 08:17:00,43,43,349,4866,1.2790697674418605,0.15759312320916904,1
22826,58,2010-12-10 15:45:00,2011-11-23 12:13:00,41,41,348,4866,1.4146341463414633,0.16666666666666666,1
20756,63,2011-01-20 14:13:00,2011-11-22 15:45:00,22,22,307,4866,2.8636363636363638,0.20521172638436483,1
84968C,94,2010-12-01 12:49:00,2011-11-23 12:05:00,48,48,357,4866,1.9583333333333333,0.26330532212885155,1
22162,106,2010-12-02 19:18:00,2011-11-22 16:06:00,27,27,355,4866,3.925925925925926,0.29859154929577464,1
21117,109,2011-01-13 15:11:00,2011-11-23 13:46:00,14,14,314,4866,7.785714285714286,0.3471337579617834,1
21815,131,2010-12-01 12:23:00,2011-11-23 12:58:00,18,18,358,4866,7.277777777777778,0.3659217877094972,1
15058A,148,2010-12-10 11:11:00,2011-11-23 12:48:00,51,51,349,4866,2.9019607843137254,0.42406876790830944,1
72127,168,2010-12-02 13:11:00,2011-11-23 14:35:00,29,29,357,4866,5.793103448275862,0.47058823529411764,1
22270,210,2010-12-14 12:58:00,2011-11-22 17:21:00,42,42,344,4866,5.0,0.6104651162790697,1
23519,219,2011-09-25 12:22:00,2011-11-22 16:43:00,19,19,59,4866,11.526315789473685,3.711864406779661,1
21696,220,2010-12-05 13:03:00,2011-11-23 14:35:00,29,29,354,4866,7.586206896551724,0.6214689265536724,1
85034A,489,2010-12-01 17:35:00,2011-11-23 09:34:00,67,67,357,4866,7.298507462686567,1.3697478991596639,1
21471,493,2010-12-01 13:54:00,2011-11-23 13:51:00,92,92,357,4866,5.358695652173913,1.380952380952381,1
21041,569,2010-12-01 12:49:00,2011-11-23 14:07:00,138,138,358,4866,4.1231884057971016,1.589385474860335,1
23348,676,2011-08-26 15:44:00,2011-11-23 12:20:00,122,122,89,4866,5.540983606557377,7.595505617977528,1
22354,700,2010-12-05 12:42:00,2011-11-23 11:47:00,65,65,353,4866,10.76923076923077,1.9830028328611897,1
35924,724,2010-12-05 13:55:00,2011-11-22 16:47:00,31,31,353,4866,23.35483870967742,2.0509915014164304,1
85036C,726,2010-12-05 15:47:00,2011-11-23 13:46:00,76,76,353,4866,9.552631578947368,2.056657223796034,1
21556,804,2010-12-01 12:08:00,2011-11-23 12:20:00,47,47,358,4866,17.106382978723403,2.2458100558659218,1
23056,866,2011-04-19 14:56:00,2011-11-23 13:39:00,37,37,218,4866,23.405405405405407,3.9724770642201834,1
23138,870,2011-04-21 10:19:00,2011-11-22 15:45:00,75,75,216,4866,11.6,4.027777777777778,1
85194L,900,2010-12-14 12:58:00,2011-11-22 16:47:00,56,56,344,4866,16.071428571428573,2.616279069767442,1
72817,1048,2010-12-01 13:45:00,2011-11-23 13:39:00,94,94,357,4866,11.148936170212766,2.9355742296918765,1
21206,1220,2010-12-02 12:50:00,2011-11-23 13:34:00,75,75,357,4866,16.266666666666666,3.4173669467787113,1
21014,1233,2010-12-01 15:35:00,2011-11-23 13:27:00,66,66,357,4866,18.681818181818183,3.453781512605042,1
22241,1762,2010-12-01 12:43:00,2011-11-23 10:39:00,165,165,357,4866,10.67878787878788,4.935574229691877,1
21830,2551,2010-12-02 13:32:00,2011-11-23 13:39:00,88,88,357,4866,28.988636363636363,7.1456582633053225,1
23297,4260,2011-07-12 15:56:00,2011-11-22 16:47:00,140,140,134,4866,30.428571428571427,31.791044776119403,1
21811,4328,2010-12-01 11:45:00,2011-11-23 12:45:00,155,155,358,4866,27.92258064516129,12.089385474860336,1
90011A,1,2011-11-24 14:40:00,2011-11-24 14:40:00,1,1,1,4865,1.0,1.0,1
90130A,1,2011-11-24 14:40:00,2011-11-24 14:40:00,1,1,1,4865,1.0,1.0,1
35598C,2,2011-11-13 16:22:00,2011-11-24 12:25:00,2,2,11,4865,1.0,0.18181818181818182,1
85135A,15,2010-12-21 09:47:00,2011-11-24 14:40:00,6,6,339,4865,2.5,0.04424778761061947,1
20821,16,2011-04-05 13:48:00,2011-11-23 15:53:00,5,5,233,4865,3.2,0.06866952789699571,1
23468,19,2011-10-06 17:28:00,2011-11-23 15:53:00,11,11,48,4865,1.7272727272727273,0.3958333333333333,1
21277,23,2010-12-05 15:12:00,2011-11-23 15:44:00,20,20,354,4865,1.15,0.06497175141242938,1
82011B,41,2010-12-05 13:17:00,2011-11-23 15:44:00,19,19,354,4865,2.1578947368421053,0.11581920903954802,1
85163B,44,2010-12-17 14:24:00,2011-11-23 15:44:00,14,14,342,4865,3.142857142857143,0.1286549707602339,1
85163A,45,2010-12-17 14:24:00,2011-11-23 15:44:00,18,18,342,4865,2.5,0.13157894736842105,1
82011C,51,2010-12-03 15:19:00,2011-11-23 15:44:00,20,20,356,4865,2.55,0.14325842696629212,1
47594A,52,2010-12-06 11:26:00,2011-11-24 13:06:00,26,26,354,4865,2.0,0.14689265536723164,1
23047,58,2011-05-08 11:41:00,2011-11-24 12:30:00,25,25,201,4865,2.32,0.2885572139303483,1
22888,63,2010-12-14 12:59:00,2011-11-24 14:06:00,8,8,346,4865,7.875,0.18208092485549132,1
20760,69,2010-12-02 14:09:00,2011-11-24 14:09:00,21,21,358,4865,3.2857142857142856,0.19273743016759776,1
23043,75,2011-05-05 18:16:00,2011-11-24 12:30:00,19,19,203,4865,3.9473684210526314,0.3694581280788177,1
22885,79,2010-12-14 12:59:00,2011-11-24 13:01:00,12,12,346,4865,6.583333333333333,0.22832369942196531,1
85127,80,2010-12-02 13:14:00,2011-11-24 12:40:00,19,19,357,4865,4.2105263157894735,0.22408963585434175,1
21711,86,2010-12-01 11:49:00,2011-11-24 14:40:00,23,23,359,4865,3.739130434782609,0.2395543175487465,1
71495A,96,2011-04-27 14:26:00,2011-11-24 12:33:00,2,2,211,4865,48.0,0.4549763033175355,1
17090A,109,2010-12-02 13:11:00,2011-11-24 10:24:00,10,10,357,4865,10.9,0.30532212885154064,1
22954,160,2010-12-13 13:25:00,2011-11-24 14:40:00,28,28,347,4865,5.714285714285714,0.4610951008645533,1
71495B,160,2010-12-08 13:53:00,2011-11-24 12:33:00,5,5,351,4865,32.0,0.45584045584045585,1
20836,170,2011-05-03 10:43:00,2011-11-24 11:52:00,17,17,206,4865,10.0,0.8252427184466019,1
23183,178,2011-03-03 15:02:00,2011-11-24 13:56:00,58,58,266,4865,3.0689655172413794,0.6691729323308271,1
22246,278,2010-12-03 14:04:00,2011-11-24 09:50:00,36,36,356,4865,7.722222222222222,0.7808988764044944,1
22236,308,2010-12-09 12:20:00,2011-11-23 16:34:00,88,88,350,4865,3.5,0.88,1
20838,330,2011-05-03 10:43:00,2011-11-23 16:34:00,33,33,205,4865,10.0,1.6097560975609757,1
72807A,339,2010-12-06 09:21:00,2011-11-23 15:44:00,66,66,353,4865,5.136363636363637,0.9603399433427762,1
72807B,348,2010-12-03 15:10:00,2011-11-23 15:44:00,78,78,356,4865,4.461538461538462,0.9775280898876404,1
22449,364,2010-12-01 10:52:00,2011-11-24 11:52:00,87,87,359,4865,4.183908045977011,1.0139275766016713,1
21744,365,2010-12-01 11:21:00,2011-11-24 13:40:00,80,80,359,4865,4.5625,1.0167130919220055,1
72807C,669,2010-12-01 16:57:00,2011-11-23 15:44:00,112,112,357,4865,5.973214285714286,1.8739495798319328,1
16161G,700,2011-03-15 11:45:00,2011-11-24 11:19:00,22,22,254,4865,31.818181818181817,2.7559055118110236,1
22321,736,2010-12-01 11:57:00,2011-11-24 13:54:00,57,57,359,4865,12.912280701754385,2.050139275766017,1
22778,757,2010-12-01 09:41:00,2011-11-24 12:48:00,107,107,359,4865,7.074766355140187,2.1086350974930363,1
21112,1245,2010-12-05 10:45:00,2011-11-24 14:40:00,46,46,355,4865,27.065217391304348,3.507042253521127,1
17038,1501,2010-12-07 13:50:00,2011-11-24 12:48:00,19,19,352,4865,79.0,4.264204545454546,1
84929,2244,2010-12-15 15:00:00,2011-11-24 13:27:00,62,62,344,4865,36.193548387096776,6.523255813953488,1
84550,1,2011-11-25 14:02:00,2011-11-25 14:02:00,1,1,1,4864,1.0,1.0,1
35443,7,2011-05-08 15:20:00,2011-11-24 15:01:00,5,5,200,4864,1.4,0.035,1
21226,8,2010-12-06 12:23:00,2011-11-25 11:12:00,4,4,354,4864,2.0,0.022598870056497175,1
84206C,8,2011-06-01 12:11:00,2011-11-25 11:54:00,2,2,177,4864,4.0,0.04519774011299435,1
17174,9,2011-01-16 13:04:00,2011-11-24 15:01:00,3,3,313,4864,3.0,0.02875399361022364,1
84201B,13,2011-08-22 13:30:00,2011-11-25 11:54:00,2,2,95,4864,6.5,0.1368421052631579,1
84206A,24,2011-08-22 13:30:00,2011-11-25 11:54:00,3,3,95,4864,8.0,0.25263157894736843,1
23465,28,2011-10-04 16:39:00,2011-11-24 15:01:00,15,15,51,4864,1.8666666666666667,0.5490196078431373,1
90098,28,2011-02-03 13:58:00,2011-11-25 11:20:00,9,9,295,4864,3.111111111111111,0.09491525423728814,1
84859B,30,2011-05-06 13:43:00,2011-11-25 11:20:00,10,10,203,4864,3.0,0.1477832512315271,1
20780,36,2010-12-01 16:57:00,2011-11-25 11:20:00,17,17,359,4864,2.1176470588235294,0.10027855153203342,1
23015,36,2011-06-22 15:41:00,2011-11-24 15:01:00,15,15,155,4864,2.4,0.23225806451612904,1
23410,36,2011-09-08 10:35:00,2011-11-25 13:09:00,18,18,79,4864,2.0,0.45569620253164556,1
35833P,36,2010-12-08 15:12:00,2011-11-24 15:02:00,11,11,351,4864,3.272727272727273,0.10256410256410256,1
21000,45,2010-12-06 17:16:00,2011-11-25 14:02:00,16,16,354,4864,2.8125,0.1271186440677966,1
20847,46,2010-12-13 15:12:00,2011-11-25 11:54:00,14,14,347,4864,3.2857142857142856,0.13256484149855907,1
84527,47,2011-01-21 17:14:00,2011-11-25 11:20:00,6,6,308,4864,7.833333333333333,0.1525974025974026,1
90031,48,2011-07-18 10:29:00,2011-11-25 10:20:00,5,5,130,4864,9.6,0.36923076923076925,1
71510,52,2011-02-10 14:30:00,2011-11-24 19:59:00,8,8,288,4864,6.5,0.18055555555555555,1
84673A,63,2010-12-14 16:23:00,2011-11-24 15:02:00,25,25,345,4864,2.52,0.1826086956521739,1
90030C,74,2011-07-18 10:29:00,2011-11-25 10:20:00,8,8,130,4864,9.25,0.5692307692307692,1
84509C,77,2010-12-12 10:57:00,2011-11-25 11:20:00,23,23,349,4864,3.347826086956522,0.22063037249283668,1
21710,84,2010-12-01 11:49:00,2011-11-25 11:41:00,31,31,359,4864,2.7096774193548385,0.233983286908078,1
21709,87,2010-12-01 17:35:00,2011-11-25 13:40:00,31,31,359,4864,2.806451612903226,0.24233983286908078,1
21678,104,2010-12-01 11:45:00,2011-11-25 11:25:00,16,16,359,4864,6.5,0.28969359331476324,1
84859A,123,2010-12-16 19:19:00,2011-11-25 11:20:00,30,30,344,4864,4.1,0.35755813953488375,1
72799F,127,2010-12-05 13:00:00,2011-11-25 12:20:00,21,21,355,4864,6.0476190476190474,0.35774647887323946,1
72131,136,2010-12-06 12:41:00,2011-11-25 11:02:00,18,18,354,4864,7.555555555555555,0.384180790960452,1
84849A,155,2010-12-03 14:04:00,2011-11-24 15:05:00,31,31,357,4864,5.0,0.4341736694677871,1
21251,165,2010-12-19 15:07:00,2011-11-25 13:28:00,35,35,341,4864,4.714285714285714,0.4838709677419355,1
21581,165,2010-12-02 15:46:00,2011-11-25 13:30:00,40,40,358,4864,4.125,0.46089385474860334,1
21190,168,2010-12-01 12:31:00,2011-11-25 12:20:00,7,7,359,4864,24.0,0.467966573816156,1
85088,188,2011-03-10 08:29:00,2011-11-24 16:06:00,20,20,260,4864,9.4,0.7230769230769231,1
22611,219,2010-12-13 13:25:00,2011-11-25 11:58:00,40,40,347,4864,5.475,0.6311239193083573,1
22032,361,2010-12-15 13:24:00,2011-11-25 10:20:00,31,31,345,4864,11.64516129032258,1.046376811594203,1
23397,434,2011-09-04 12:24:00,2011-11-25 13:52:00,173,176,83,4864,2.508670520231214,5.228915662650603,1
21110,774,2010-12-05 12:13:00,2011-11-25 11:02:00,78,78,355,4864,9.923076923076923,2.1802816901408453,1
23087,830,2011-05-13 12:13:00,2011-11-25 14:00:00,49,49,197,4864,16.93877551020408,4.213197969543147,1
22051,975,2010-12-08 10:45:00,2011-11-24 17:06:00,39,39,352,4864,25.0,2.7698863636363638,1
