antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'JUMBO STORAGE BAG SKULLS'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.025434712171940814,0.08640241926773949,0.013392374986499622,0.5265392781316348,6.0940339702760085,1.0,0.011194754321465314,1.9296164149098416,0.8577209687250316,0.13603949533735601,0.48176228587549436,0.3407696390658174
frozenset({'BLUE HARMONICA IN BOX '}),frozenset({'RED  HARMONICA IN BOX '}),0.027918781725888325,0.030294848255751163,0.014688411275515715,0.5261121856866537,17.366391184573,1.0,0.01384261601964449,2.0462757691909252,0.9694843342036554,0.3374689826302729,0.5113073149493487,0.5054803352675693
"frozenset({'LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG DOLLY GIRL DESIGN'})",frozenset({'LUNCH BAG WOODLAND'}),0.01922453828707204,0.044281239874716494,0.010098282751917053,0.5252808988764044,11.862380104138117,1.0,0.009246996360546544,2.013230050914798,0.9336488537211443,0.18907987866531847,0.5032857772286844,0.3766648396821046
"frozenset({'LUNCH BAG APPLE DESIGN', 'LUNCH BAG RED RETROSPOT'})",frozenset({'LUNCH BAG  BLACK SKULL.'}),0.021006588184469165,0.05680959066853872,0.011016308456636786,0.5244215938303343,9.231215850332823,1.0,0.00982293278053453,1.9832490228645323,0.9108048095403422,0.16491511721907842,0.4957768850652771,0.3591689718201101
"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG SPACEBOY DESIGN '})",frozenset({'LUNCH BAG SUKI DESIGN '}),0.022572632033696943,0.04854735932606113,0.011826331137271844,0.5239234449760766,10.792007067927683,1.0,0.010730489458997001,1.998528662320133,0.928292842907238,0.19945355191256828,0.4996318947764905,0.3837637247127324
"frozenset({'LUNCH BAG CARS BLUE', 'LUNCH BAG SUKI DESIGN '})",frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.021060589696511502,0.05335349389782914,0.011016308456636786,0.5230769230769231,9.803986297103707,1.0,0.009892652412779276,1.9849039644077777,0.9173199730024401,0.17376490630323682,0.496197288165343,0.36477732793522266
frozenset({'WOODEN STAR CHRISTMAS SCANDINAVIAN'}),frozenset({'WOODEN TREE CHRISTMAS SCANDINAVIAN'}),0.023382654714332003,0.014904417323685063,0.012204341721568203,0.5219399538106235,35.01914516183017,1.0,0.011855836877570167,2.060610566661084,0.9947029881019082,0.46790890269151125,0.5147069435733541,0.6703902667603843
"frozenset({'LUNCH BAG CARS BLUE', 'LUNCH BAG SPACEBOY DESIGN '})",frozenset({'LUNCH BAG SUKI DESIGN '}),0.02111459120855384,0.04854735932606113,0.011016308456636786,0.5217391304347826,10.747013589979204,1.0,0.009991250810212233,1.9894009759545994,0.9265138559423329,0.18784530386740333,0.4973361267603896,0.3743289645499831
"frozenset({'LUNCH BAG WOODLAND', 'LUNCH BAG SPACEBOY DESIGN '})",frozenset({'LUNCH BAG CARS BLUE'}),0.02187061237714656,0.052165460632897724,0.011394319040933146,0.5209876543209876,9.98721468190067,1.0,0.01025342847195574,1.9787267445550327,0.9199927888194256,0.18189655172413793,0.49462450904261895,0.36970707767809213
frozenset({'PACK OF 60 SPACEBOY CAKE CASES'}),frozenset({'PACK OF 72 RETROSPOT CAKE CASES'}),0.021978615401231236,0.055567555891564965,0.011448320552975483,0.5208845208845209,9.373896557570026,1.0,0.010227022613248355,1.971200024369913,0.9133959555487492,0.17320261437908496,0.4926948114666108,0.36345489406713893
"frozenset({'LUNCH BAG CARS BLUE', 'LUNCH BAG PINK POLKADOT'})",frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.023058645642077977,0.05335349389782914,0.011988335673398855,0.5199063231850117,9.744560012894784,1.0,0.010758076363842043,1.9717954053933022,0.9185593752505476,0.18608549874266556,0.4928479915995464,0.37230133973015767
"frozenset({'GREEN REGENCY TEACUP AND SAUCER', 'PINK REGENCY TEACUP AND SAUCER'})","frozenset({'REGENCY CAKESTAND 3 TIER', 'ROSES REGENCY TEACUP AND SAUCER '})",0.024840695539475106,0.022680635057781617,0.012906361378118587,0.5195652173913043,22.90787784679089,1.0,0.012342958628006289,2.034239402142174,0.9807083729739274,0.37285491419656785,0.5084157749835437,0.5443064182194617
"frozenset({'LUNCH BAG WOODLAND', 'LUNCH BAG SPACEBOY DESIGN '})",frozenset({'LUNCH BAG  BLACK SKULL.'}),0.02187061237714656,0.05680959066853872,0.011340317528890809,0.5185185185185185,9.127306013237572,1.0,0.010097856992074836,1.9589339270730348,0.9103485263149593,0.16840417000801924,0.489518259814836,0.3590691451908182
"frozenset({'LUNCH BAG CARS BLUE', 'LUNCH BAG RED RETROSPOT'})",frozenset({'LUNCH BAG SUKI DESIGN '}),0.024732692515390432,0.04854735932606113,0.012798358354033913,0.5174672489082969,10.659019483074351,1.0,0.011597651443388271,1.9717887304464432,0.9291634542149704,0.21160714285714283,0.49284627477631204,0.39054675014936535
frozenset({'LUNCH BAG DOLLY GIRL DESIGN'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.03229290420131763,0.06955394751053029,0.01668646722108219,0.516722408026756,7.429088161366046,1.0,0.014440368257301162,1.9252828352550277,0.8942726392741562,0.1959416613823716,0.4805957952315419,0.3783146201624463
frozenset({'VINTAGE HEADS AND TAILS CARD GAME '}),frozenset({'VINTAGE SNAP CARDS'}),0.026190733340533536,0.03898909169456745,0.013500378010584296,0.5154639175257731,13.220721363908957,1.0,0.01247922510682227,1.9833629384175946,0.9492219819220319,0.2612330198537095,0.4958058454002173,0.43086215266870376
frozenset({'PINK BLUE FELT CRAFT TRINKET BOX'}),frozenset({'PINK CREAM FELT CRAFT TRINKET BOX '}),0.024678691003348095,0.028890808942650396,0.012690355329949238,0.5142231947483589,17.798850692243196,1.0,0.011977367983216804,1.9990851365459854,0.9676981199646116,0.31043593130779384,0.49977117946672467,0.47673776559847847
"frozenset({'LUNCH BAG CARS BLUE', 'LUNCH BAG RED RETROSPOT'})",frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.024732692515390432,0.05335349389782914,0.012690355329949238,0.5131004366812226,9.61699786079239,1.0,0.01137077977075247,1.94423363136679,0.9187403689828232,0.1940545004128819,0.4856585217605751,0.3754773438466842
"frozenset({'LUNCH BAG WOODLAND', 'LUNCH BAG RED RETROSPOT'})",frozenset({'LUNCH BAG SUKI DESIGN '}),0.023382654714332003,0.04854735932606113,0.011988335673398855,0.5127020785219399,10.560864393847925,1.0,0.010853169532984963,1.9525070777811162,0.9269861788800136,0.19999999999999998,0.4878379641335651,0.3798215620640846
frozenset({'IVORY DINER WALL CLOCK'}),frozenset({'RED DINER WALL CLOCK'}),0.02111459120855384,0.02246462900961227,0.010800302408467436,0.5115089514066495,22.769525870548886,1.0,0.010325970950277654,2.001132618100741,0.9767043636564242,0.32948929159802304,0.500282994262973,0.49613909108794013
frozenset({'JUMBO BAG PEARS'}),frozenset({'JUMBO BAG VINTAGE LEAF'}),0.025380710659898477,0.04168916729668431,0.012960362890160924,0.5106382978723404,12.248704663212434,1.0,0.011902262197351677,1.9582873537850363,0.9422743055555555,0.2395209580838323,0.4893497126112926,0.4107595634439422
frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),frozenset({'HAND WARMER BIRD DESIGN'}),0.025434712171940814,0.025596716708067825,0.012960362890160924,0.5095541401273885,19.907011744470424,1.0,0.01230931776814451,1.9867703308679656,0.9745539424835152,0.34042553191489355,0.4966705590156828,0.5079416270257195
frozenset({'CHARLOTTE BAG SUKI DESIGN'}),frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.03159088454476725,0.03990711739928718,0.01609245058861648,0.5094017094017094,12.764683159270438,1.0,0.014831749450341125,1.9569837502488396,0.9517246709133961,0.29044834307992207,0.48900955367010823,0.45632467066837834
frozenset({'LUNCH BAG VINTAGE LEAF DESIGN'}),frozenset({'LUNCH BAG APPLE DESIGN'}),0.032238902689275296,0.046765309428664005,0.016416459660870505,0.5092127303182581,10.88868515015416,1.0,0.014908797400965958,1.942256349048081,0.9384150173715635,0.26229508196721313,0.4851349048285465,0.43012599564411746
"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG SUKI DESIGN '})",frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.024300680419051732,0.05335349389782914,0.012366346257695216,0.508888888888889,9.538061178587496,1.0,0.011069820053244243,1.9275607590315698,0.9174515875494131,0.18941273779983456,0.4812096089243837,0.3703351327035538
frozenset({'HEART OF WICKER LARGE'}),frozenset({'HEART OF WICKER SMALL'}),0.04325521114591208,0.05189545307268603,0.021978615401231236,0.5081148564294632,9.791124777690738,1.0,0.01973386662105943,1.9274917311897932,0.9384599724386371,0.300369003690037,0.4811910298661958,0.4658160130222238
"frozenset({'JUMBO STORAGE BAG SUKI', 'JUMBO BAG RED RETROSPOT'})",frozenset({'JUMBO BAG PINK POLKADOT'}),0.02343665622637434,0.04703531698887569,0.011880332649314181,0.5069124423963134,10.777272799420128,1.0,0.010777982094547356,1.9326480019945234,0.9289844362671171,0.20276497695852533,0.48257520305405627,0.37974784002708895
"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG RED RETROSPOT'})",frozenset({'LUNCH BAG CARS BLUE'}),0.027918781725888325,0.052165460632897724,0.014148396155092342,0.5067698259187621,9.714662149444758,1.0,0.012692000046052051,1.9216880660893798,0.9228270185159348,0.21457821457821452,0.47962418165244053,0.3889956790049297
frozenset({'HAND WARMER BIRD DESIGN'}),frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),0.025596716708067825,0.025434712171940814,0.012960362890160924,0.5063291139240507,19.907011744470424,1.0,0.01230931776814451,1.9741194291901714,0.9747159720682775,0.34042553191489355,0.49344503416886853,0.5079416270257195
frozenset({'HOT WATER BOTTLE TEA AND SYMPATHY'}),frozenset({'CHOCOLATE HOT WATER BOTTLE'}),0.027756777189761314,0.03780105842963603,0.014040393131007668,0.5058365758754864,13.381545302946082,1.0,0.012991157574639112,1.9471269919967207,0.9516859501307402,0.27253668763102723,0.48642281468527643,0.4386325736520289
frozenset({'PACK OF 60 DINOSAUR CAKE CASES'}),frozenset({'PACK OF 72 RETROSPOT CAKE CASES'}),0.02856679987039637,0.055567555891564965,0.01441840371530403,0.504725897920605,9.083104157136795,1.0,0.012831016466862629,1.9068884081426039,0.9160748047652093,0.20681642137877618,0.4755854638740787,0.38210055828974854
frozenset({'PLASTERS IN TIN SPACEBOY'}),frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),0.03126687547251323,0.031698887568851926,0.015768441516362457,0.5043177892918825,15.909636834935403,1.0,0.014777316346129967,1.9534715822217237,0.9673923501791079,0.33409610983981697,0.48809083833066097,0.5008812115113587
"frozenset({'LUNCH BAG APPLE DESIGN', 'LUNCH BAG RED RETROSPOT'})",frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.021006588184469165,0.05335349389782914,0.010584296360298088,0.5038560411311054,9.443730940957296,1.0,0.009463521485783803,1.9080077247344271,0.9132948562512875,0.165961049957663,0.4758931072256595,0.3511183039663624
"frozenset({'ALARM CLOCK BAKELIKE GREEN', 'ALARM CLOCK BAKELIKE RED '})",frozenset({'ALARM CLOCK BAKELIKE PINK'}),0.028620801382438707,0.033102926881952696,0.01441840371530403,0.5037735849056604,15.218400073871155,1.0,0.01347097141983827,1.9484998051428328,0.9618180743050506,0.3047945205479452,0.48678465486082206,0.4696681953892087
"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG SPACEBOY DESIGN '})",frozenset({'LUNCH BAG CARS BLUE'}),0.025218706123771466,0.052165460632897724,0.012690355329949238,0.5032119914346895,9.64645927265795,1.0,0.011374809908437021,1.9079255598467102,0.9195242321696092,0.19616026711185305,0.47587053654213657,0.37324160648339033
"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG SPACEBOY DESIGN '})",frozenset({'LUNCH BAG WOODLAND'}),0.022572632033696943,0.044281239874716494,0.011340317528890809,0.5023923444976076,11.345489555374021,1.0,0.010340773395202965,1.92062712371331,0.932917653249145,0.20428015564202334,0.4793367293144253,0.3792449527366087
frozenset({'60 TEATIME FAIRY CAKE CASES'}),frozenset({'PACK OF 72 RETROSPOT CAKE CASES'}),0.03547899341181553,0.055567555891564965,0.017820498973971272,0.502283105022831,9.039143380770442,1.0,0.015849018024583748,1.8975294060527272,0.9220846842536558,0.2433628318584071,0.4729989444115035,0.4114914067388208
"frozenset({'LUNCH BAG CARS BLUE', 'LUNCH BAG RED RETROSPOT'})",frozenset({'LUNCH BAG WOODLAND'}),0.024732692515390432,0.044281239874716494,0.012420347769737553,0.5021834061135371,11.34077111513473,1.0,0.011325153479715945,1.9198210181464026,0.9349463142183062,0.21946564885496184,0.47911811020513506,0.39133560549579294
frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.042661194513446375,0.08640241926773949,0.021384598768765525,0.5012658227848101,5.801525316455697,1.0,0.017698568353952143,1.8318327126357508,0.8645126809612369,0.19859578736208627,0.4540986231427541,0.3743829113924051
frozenset({'PACK OF 60 PINK PAISLEY CAKE CASES'}),frozenset({'PACK OF 72 RETROSPOT CAKE CASES'}),0.03612701155632358,0.055567555891564965,0.018090506534182958,0.5007473841554559,9.011506374918108,1.0,0.016083016800331734,1.891692530265099,0.9223526047280545,0.24578136463683053,0.4713728663611832,0.413153089551003
frozenset({'LUNCH BAG SUKI DESIGN '}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.04854735932606113,0.06955394751053029,0.024300680419051732,0.5005561735261401,7.1966608861467884,1.0,0.020924019936712022,1.8629643679020786,0.9049811125615654,0.25906735751295334,0.46322108075200596,0.42496752775685886
frozenset({'ALARM CLOCK BAKELIKE IVORY'}),frozenset({'ALARM CLOCK BAKELIKE PINK'}),0.025272707635813803,0.033102926881952696,0.012636353817906901,0.5,15.104404567699836,1.0,0.01179975322492959,1.9337941462360946,0.958005540166205,0.2762691853600945,0.4828818765707903,0.4408646003262643
"frozenset({'LUNCH BAG APPLE DESIGN', 'LUNCH BAG RED RETROSPOT'})",frozenset({'LUNCH BAG WOODLAND'}),0.021006588184469165,0.044281239874716494,0.010476293336213414,0.4987146529562982,11.262436516396011,1.0,0.00954609556586755,1.9065363984037706,0.9307613876041861,0.19113300492610835,0.47548863958892135,0.3676500094049784
"frozenset({'LUNCH BAG APPLE DESIGN', 'LUNCH BAG RED RETROSPOT'})",frozenset({'LUNCH BAG PINK POLKADOT'}),0.021006588184469165,0.05027540771141592,0.010476293336213414,0.4987146529562982,9.919654074591547,1.0,0.009420178550613414,1.8945788020526115,0.9184842534573244,0.17229129662522202,0.4721781965909325,0.3535463705168172
frozenset({'LUNCH BAG PINK POLKADOT'}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.05027540771141592,0.05680959066853872,0.025056701587644455,0.4983888292158969,8.772969904391616,1.0,0.02220057625486502,1.8803217796308147,0.9329162606392261,0.3054641211323239,0.4681761330253051,0.4697267339995834
frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),"frozenset({'GREEN REGENCY TEACUP AND SAUCER', 'PINK REGENCY TEACUP AND SAUCER'})",0.042283183929150016,0.024840695539475106,0.021060589696511502,0.49808429118773945,20.051141096118606,1.0,0.02001024599808786,1.9428746447648626,0.9920756435557675,0.4572098475967175,0.4852987542482312,0.6729551890721306
frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),frozenset({'PLASTERS IN TIN SPACEBOY'}),0.031698887568851926,0.03126687547251323,0.015768441516362457,0.49744463373083475,15.909636834935403,1.0,0.014777316346129967,1.9276147257546936,0.9678239568268928,0.33409610983981697,0.4812241333088577,0.5008812115113587
"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG RED RETROSPOT'})",frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.027918781725888325,0.05335349389782914,0.013878388594880657,0.49709864603481624,9.317077659182923,1.0,0.012388824044433651,1.8823701679031628,0.9183082565451941,0.2059294871794872,0.4687548617953638,0.3786100517623474
frozenset({'PACK OF 72 SKULL CAKE CASES'}),frozenset({'PACK OF 72 RETROSPOT CAKE CASES'}),0.026946754509126255,0.055567555891564965,0.013392374986499622,0.4969939879759519,8.943959834148375,1.0,0.011895009699217468,1.8775768510362913,0.9127894122512258,0.19374999999999998,0.4673986316735477,0.36900233898311685
frozenset({'CHARLOTTE BAG APPLES DESIGN'}),frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.022950642617993303,0.03990711739928718,0.011394319040933146,0.4964705882352941,12.440652710339887,1.0,0.010478425051587803,1.9067265191836587,0.9412199685511115,0.22140608604407136,0.47554093891339083,0.3909957812624373
frozenset({'LOVE BUILDING BLOCK WORD'}),frozenset({'HOME BUILDING BLOCK WORD'}),0.029970839183497137,0.03731504482125499,0.014850415811642726,0.4954954954954955,13.278705623133988,1.0,0.013732052604179906,1.9081791075864412,0.953261502178721,0.28321318228630277,0.47594017981632275,0.4467347231457217
frozenset({'LUNCH BAG WOODLAND'}),frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.044281239874716494,0.05335349389782914,0.02187061237714656,0.49390243902439024,9.257171422928804,1.0,0.01950805351570257,1.870482253021157,0.9333034771314052,0.2886671418389166,0.4653785148804141,0.4519107336822356
"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG SUKI DESIGN '})",frozenset({'LUNCH BAG APPLE DESIGN'}),0.02208661842531591,0.046765309428664005,0.010908305432552112,0.4938875305623472,10.560980705489081,1.0,0.009875417887659383,1.8834443886167942,0.9257587032103177,0.18825722273998136,0.469057856954087,0.36357194080080407
"frozenset({'LUNCH BAG WOODLAND', 'LUNCH BAG SPACEBOY DESIGN '})",frozenset({'LUNCH BAG PINK POLKADOT'}),0.02187061237714656,0.05027540771141592,0.010800302408467436,0.4938271604938271,9.822439697126413,1.0,0.009700748454308053,1.876285170131105,0.9182755479489869,0.176056338028169,0.4670319757789668,0.35432496585378787
"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG SUKI DESIGN '})",frozenset({'LUNCH BAG WOODLAND'}),0.024300680419051732,0.044281239874716494,0.011988335673398855,0.49333333333333335,11.14091056910569,1.0,0.010912271414643999,1.8862870265630598,0.9329111045958511,0.21183206106870228,0.46985798771989307,0.38203252032520324
frozenset({'JUMBO BAG OWLS'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.022194621449400584,0.08640241926773949,0.010908305432552112,0.49148418491484186,5.688315085158151,1.0,0.00899063644459224,1.7965961994304265,0.8429090658555004,0.11166390270867885,0.4433918983480932,0.30886709245742094
frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.05680959066853872,0.06955394751053029,0.027918781725888325,0.4914448669201521,7.065664631698274,1.0,0.02396745043843407,1.829587377979294,0.9101772972125342,0.28359846407021394,0.45342867357094463,0.4464211912240512
frozenset({'PLASTERS IN TIN CIRCUS PARADE '}),frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),0.028134787774057674,0.031698887568851926,0.01382438708283832,0.49136276391554706,15.500946613608349,1.0,0.012932545608414956,1.9037165267042575,0.9625694994304606,0.3004694835680751,0.4747117094522392,0.463739303593208
frozenset({'HAND WARMER OWL DESIGN'}),frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),0.03088886488821687,0.025434712171940814,0.01517442488389675,0.4912587412587413,19.314499725327753,1.0,0.014388775496146984,1.9156403595795528,0.9784485921187842,0.3687664041994751,0.4779813470731629,0.543930856828946
"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG SPACEBOY DESIGN '})",frozenset({'LUNCH BAG SUKI DESIGN '}),0.025218706123771466,0.04854735932606113,0.012366346257695216,0.4903640256959315,10.100735292366252,1.0,0.011142044669766146,1.8669259798097877,0.9243071365725303,0.20140721196130168,0.46436012417488276,0.37254575033406145
frozenset({'JUMBO BAG APPLES'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.0387730856463981,0.08640241926773949,0.01895453072686035,0.4888579387186629,5.657919568245125,1.0,0.01560444232453629,1.7873652941846403,0.8564643554531196,0.1784443314692425,0.4405172779993025,0.35411646935933144
frozenset({'SET OF 3 BUTTERFLY COOKIE CUTTERS'}),frozenset({'SET OF 3 HEART COOKIE CUTTERS'}),0.026892752997083918,0.028134787774057674,0.013122367426287937,0.4879518072289157,17.343361931410865,1.0,0.012365745528054826,1.89799559093537,0.9683835518833669,0.3131443298969072,0.4731283861902017,0.47718127789468817
frozenset({'PLASTERS IN TIN STRONGMAN'}),frozenset({'PLASTERS IN TIN CIRCUS PARADE '}),0.024246678907009395,0.028134787774057674,0.011826331137271844,0.4877505567928731,17.336208849693712,1.0,0.011144155971997414,1.8972499143019483,0.9657330815334724,0.2916111850865513,0.4729213097010848,0.45404802311812564
"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG RED RETROSPOT'})",frozenset({'LUNCH BAG SUKI DESIGN '}),0.027918781725888325,0.04854735932606113,0.01360838103466897,0.48742746615087035,10.040246738800686,1.0,0.012252997906276401,1.8562302461450053,0.9262609308301215,0.2164948453608247,0.46127372825823354,0.38386946166275443
frozenset({'PINK REGENCY TEACUP AND SAUCER'}),"frozenset({'GREEN REGENCY TEACUP AND SAUCER', 'REGENCY CAKESTAND 3 TIER'})",0.030024840695539474,0.020196565503834106,0.014634409763473378,0.48741007194244607,24.13331473858347,1.0,0.01402801110162373,1.9114761739644504,0.9882351056001373,0.41122913505311076,0.47684411994214154,0.6060045012118648
frozenset({'LOVE HOT WATER BOTTLE'}),frozenset({'HOT WATER BOTTLE KEEP CALM'}),0.024246678907009395,0.03882708715844044,0.011772329625229507,0.4855233853006682,12.504759456186054,1.0,0.010830901710004334,1.8682538435751528,0.9428924596386633,0.22947368421052633,0.4647408308892507,0.39436113632210046
"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG  BLACK SKULL.'})",frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.025056701587644455,0.05335349389782914,0.012150340209525866,0.48491379310344823,9.088697996649447,1.0,0.010813477634269751,1.8378409156125823,0.9128461528993267,0.18337408312958434,0.4558832641579951,0.3563232933128577
frozenset({'RED  HARMONICA IN BOX '}),frozenset({'BLUE HARMONICA IN BOX '}),0.030294848255751163,0.027918781725888325,0.014688411275515715,0.4848484848484848,17.366391184573,1.0,0.01384261601964449,1.886981188414452,0.9718598596647546,0.3374689826302729,0.4700530105229844,0.5054803352675693
"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG SUKI DESIGN '})",frozenset({'LUNCH BAG APPLE DESIGN'}),0.024300680419051732,0.046765309428664005,0.011772329625229507,0.48444444444444446,10.35905568385938,1.0,0.010635900786105476,1.8489465980909536,0.925967750780436,0.19854280510018213,0.459151496840144,0.3680882730305363
frozenset({'SMALL WHITE HEART OF WICKER'}),frozenset({'LARGE WHITE HEART OF WICKER'}),0.03142888000864024,0.027594772653634303,0.01517442488389675,0.4828178694158076,17.496714884230773,1.0,0.01430715208529997,1.8801988116796842,0.9734405605061571,0.3460591133004926,0.4681413509103085,0.5163600110288431
"frozenset({'LUNCH BAG CARS BLUE', 'LUNCH BAG PINK POLKADOT'})",frozenset({'LUNCH BAG SUKI DESIGN '}),0.023058645642077977,0.04854735932606113,0.01112431148072146,0.4824355971896956,9.9374220119675,1.0,0.010004875125163187,1.8383270478179727,0.920598023047452,0.18392857142857147,0.45602715186780085,0.3557895449797199
frozenset({'CHRISTMAS CRAFT LITTLE FRIENDS'}),frozenset({'CHRISTMAS CRAFT WHITE FAIRY '}),0.022734636569823954,0.017334485365590235,0.01096230694459445,0.48218527315914494,27.816532362495472,1.0,0.010568213719682824,1.8977164296380118,0.9864773602352511,0.3766233766233767,0.4730508813739103,0.5572920135266131
"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG RED RETROSPOT'})",frozenset({'LUNCH BAG SUKI DESIGN '}),0.028242790798142348,0.04854735932606113,0.01360838103466897,0.4818355640535373,9.925062263785765,1.0,0.01223726812142078,1.8361982696401107,0.9253802864111283,0.21538461538461534,0.4553965023635509,0.3810735106140879
frozenset({'RED DINER WALL CLOCK'}),frozenset({'IVORY DINER WALL CLOCK'}),0.02246462900961227,0.02111459120855384,0.010800302408467436,0.4807692307692307,22.769525870548886,1.0,0.010325970950277654,1.8852607873020442,0.9780532537841122,0.32948929159802304,0.46956940560405,0.49613909108794013
"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG RED RETROSPOT'})",frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.028242790798142348,0.05335349389782914,0.013554379522626633,0.47992351816443596,8.995165697741928,1.0,0.01204752795612028,1.8202063334243945,0.9146617752385845,0.19920634920634916,0.450611734704451,0.3669860505801937
frozenset({'FELTCRAFT CUSHION OWL'}),frozenset({'FELTCRAFT CUSHION RABBIT'}),0.022518630521654606,0.017496489901717246,0.010800302408467436,0.4796163069544364,27.412144358587206,1.0,0.010406305416944804,1.8880366991289577,0.985716811225899,0.36968576709796674,0.47034927845346014,0.5484501287858602
"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG  BLACK SKULL.'})",frozenset({'LUNCH BAG SUKI DESIGN '}),0.025056701587644455,0.04854735932606113,0.011988335673398855,0.47844827586206895,9.855289402017567,1.0,0.010771898977897593,1.8242728317054033,0.9216245158418639,0.19456617002629273,0.4518363796137007,0.362694660734149
frozenset({'PINK REGENCY TEACUP AND SAUCER'}),"frozenset({'REGENCY CAKESTAND 3 TIER', 'ROSES REGENCY TEACUP AND SAUCER '})",0.030024840695539474,0.022680635057781617,0.014310400691219353,0.4766187050359712,21.014345666324083,1.0,0.013629418236735793,1.8673180993397709,0.9818946917286598,0.3727144866385373,0.4644726035946577,0.553785542994176
frozenset({'LUNCH BAG ALPHABET DESIGN'}),frozenset({'LUNCH BAG APPLE DESIGN'}),0.034938978291392156,0.046765309428664005,0.016632465709039854,0.47604327666151475,10.179410389397148,1.0,0.014998533578121524,1.819300427137624,0.9344098070806145,0.2556016597510373,0.4503381711544261,0.4158507376379167
frozenset({'STRAWBERRY CHARLOTTE BAG'}),frozenset({'CHARLOTTE BAG SUKI DESIGN'}),0.026568743924829896,0.03159088454476725,0.012636353817906901,0.47560975609756095,15.055284552845528,1.0,0.011797023696078114,1.846733662030909,0.9590591368023965,0.2775800711743772,0.45850339951010055,0.4378048780487805
"frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY', 'JUMBO BAG RED RETROSPOT'})",frozenset({'JUMBO BAG PINK POLKADOT'}),0.021384598768765525,0.04703531698887569,0.01015228426395939,0.47474747474747475,10.093425645664452,1.0,0.009146452882190582,1.814298146501948,0.920612538656435,0.1742354031510658,0.44882267452676017,0.34529566619118857
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.052165460632897724,0.06955394751053029,0.024732692515390432,0.474120082815735,6.816580507439271,1.0,0.02110437880466723,1.7693127691039918,0.9002614315341961,0.255011135857461,0.4348088040384086,0.4148550724637681
frozenset({'HAND WARMER UNION JACK'}),frozenset({'HAND WARMER OWL DESIGN'}),0.0238146668106707,0.03088886488821687,0.011286316016848472,0.47392290249433106,15.342839699982557,1.0,0.010550707991375762,1.8421465973461049,0.9576286237527769,0.25995024875621886,0.4571550378017398,0.4196537589394732
frozenset({'LUNCH BAG SPACEBOY DESIGN '}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.05335349389782914,0.06955394751053029,0.025218706123771466,0.4726720647773279,6.795761875424347,1.0,0.021507760009698458,1.764454318348553,0.900916507767046,0.2581536760641238,0.4332525418193011,0.41762485226444035
